school,used,ploc,m_CC,m_EE,m_F,m_G,m_MD,m_NBT,m_NF,m_NS,m_OA,m_RP,m_SP,s_CC,s_EE,s_F,s_G,s_MD,s_NBT,s_NF,s_NS,s_OA,s_RP,s_SP,n_CC,n_EE,n_F,n_G,n_MD,n_NBT,n_NF,n_NS,n_OA,n_RP,n_SP
3910,4,-.43, , , ,.19,.089,.0577500000000001, , ,-.315, , , , , ,.10743602747682,.612140973492685,.765266338069184, , ,1.38111138821844, , , , , ,5,8,12, , ,4, , 
4107,5,-2.57, , , ,.19,-.0444285714285714,.304714285714286, , ,-.4174, ,.661, , , ,.645747628721934,.945383671169693,.7526935441656, , ,.982682705658342, , , , , ,5,7,7, , ,5, ,1
750,4,.13, , , ,.19025,-.0562,.196307692307692, , ,-.18875, , , , , ,.15468543348788,.623174453905165,.553426656479939, , ,.800617417996886, , , , , ,4,10,13, , ,4, , 
3897,4,.13, , , ,.19025,-.6765,.186153846153846, , ,-.18875, , , , , ,.15468543348788,2.60588561401558,.353173197867998, , ,.800617417996886, , , , , ,4,10,13, , ,4, , 
3911,4,.13, , , ,.19025,.1142,-.933692307692308, , ,.33625, , , , , ,.15468543348788,.751385505434978,2.79866844483275, , ,.299563432347808, , , , , ,4,10,13, , ,4, , 
750,4,.13, , , ,.19025,.3516,-.329076923076923, , ,.33625, , , , , ,.15468543348788,.322609567950694,1.18053225718589, , ,.299563432347808, , , , , ,4,10,13, , ,4, , 
3887,4,.13, , , ,.19025,.3516,-.836769230769231, , ,.33625, , , , , ,.15468543348788,.322609567950694,2.43280329228944, , ,.299563432347808, , , , , ,4,10,13, , ,4, , 
3936,5,-.54, , , ,.191,.0629166666666667,-.4485,-.817, ,.837857142857143, , , , , ,0,1.18176246111169,1.27514402038643,.242365197354919, ,1.1912056502128, , , , , ,2,24,12,10, ,14, , 
3867,4,-.91, , , ,.191333333333333,.0943333333333333,.0454615384615385, , ,.0575, , , , , ,.0338575447032613,.409912510990658,.706576442595399, , ,.242614234262268, , , , , ,3,6,13, , ,4, , 
750,4,-.91, , , ,.192,-.416636363636364,.344272727272727, , ,.28925, , , , , ,.0332866339541865,1.21400166991049,.822325250847752, , ,.165151193355261, , , , , ,3,11,11, , ,4, , 
3910,4,-.8, , , ,.1925,-.231454545454545,.150153846153846, , ,-.990666666666667, , , , , ,.0346482322781408,.904590444746833,1.18961876569442, , ,2.36269471860698, , , , , ,2,11,13, , ,3, , 
3910,4,-1.18, , , ,.1925,-.1745,.0361538461538462, , ,.45075, , , , , ,.0625699608438426,.711535763582649,.660715754082122, , ,.517213286114475, , , , , ,4,8,13, , ,4, , 
3911,4,-1.18, , , ,.1925,-.197,-.229, , ,.45075, , , , , ,.0625699608438426,1.62903152648613,.933671159099034, , ,.517213286114475, , , , , ,4,8,13, , ,4, , 
3910,4,-1.18, , , ,.1925,.075875,.124846153846154, , ,-.189, , , , , ,.0625699608438426,.75250637159144,.906992543717408, , ,.777323184610709, , , , , ,4,8,13, , ,4, , 
3914,4,-1.18, , , ,.1925,.082125,.0530769230769231, , ,-.7175, , , , , ,.0625699608438426,.7084874104134,.99697095089229, , ,1.56943078853449, , , , , ,4,8,13, , ,4, , 
750,4,-1.18, , , ,.1925,.3735,-.475076923076923, , ,.13075, , , , , ,.0625699608438426,.923330152994351,1.754648277269, , ,.163267418672557, , , , , ,4,8,13, , ,4, , 
3934,4,-1.18, , , ,.1925,-.4295,.376846153846154, , ,-.189, , , , , ,.057928527391211,.646209666697531,.981947929059691, , ,.719661428331804, , , , , ,8,16,26, , ,8, , 
3931,4,-1.18, , , ,.1925,.082125,-.158615384615385, , ,.45075, , , , , ,.057928527391211,.684463865615515,.842054586207952, , ,.478846456154192, , , , , ,8,16,26, , ,8, , 
3930,4,-1.18, , , ,.1925,.08675,-.377230769230769, , ,.45075, , , , , ,.057928527391211,.573296839923845,1.30474212954721, , ,.478846456154192, , , , , ,8,16,26, , ,8, , 
3934,5,.61, , , ,.192666666666667,.0523333333333333,-.493857142857143,.715111111111111, ,-.375, , , , , ,.951476466690935,.886288759212189,.519193880659514,1.78227788448276, ,.743962902300915, , , , , ,6,18,14,18, ,6, , 
3910,5,-.94, , , ,.193,-.224454545454546,.403,-.0504, ,-.00916666666666666, , , , , ,.0579827560572969,.578802447063998,.439231601777468,.686992212474057, ,.880934371373184, , , , , ,2,11,6,5, ,6, , 
3897,5,-.94, , , ,.193,.186545454545455,-.0535,-.051, ,-.288285714285714, , , , , ,.0579827560572969,.943662902061575,1.18669756045928,.686940681573016, ,.686600493806433, , , , , ,2,11,6,5, ,7, , 
3929,5,-.94, , , ,.193,-.155727272727273,-.480833333333333,.6832, ,.437857142857143, , , , , ,.0473427220735493,.933920674811211,1.24797383665271,1.47467998788438, ,1.43213830752066, , , , , ,4,22,12,10, ,14, , 
3929,5,-.94, , , ,.193,-.194181818181818,-.480166666666667,.0342, ,.330333333333333, , , , , ,.0473427220735493,.791109747149302,1.24732009694482,.919830757379977, ,.665745150985425, , , , , ,4,22,12,10, ,12, , 
3937,5,-.94, , , ,.193,.0797272727272727,-.4635,-.424, ,.8585, , , , , ,.0473427220735493,1.19050858207015,1.20482450627014,.364589876131768, ,1.08400348037013, , , , , ,4,22,12,10, ,12, , 
3935,5,-.94, , , ,.193,.191545454545455,.0665,.0334, ,-.614285714285714, , , , , ,.0473427220735493,.904788779733003,.500008636289051,.919365143273698, ,.710260345395798, , , , , ,4,22,12,10, ,14, , 
3937,4,-1.19, , , ,.193,.131625,-.0280769230769231, , ,.12, , , , , ,.0582752091373339,.915624804891902,.734949409038577, , ,.175040566726688, , , , , ,8,16,26, , ,6, , 
750,4,-.93, , , ,.193333333333333,.2155,-.197583333333333, , ,.29175, , , , , ,.0338575447032613,.603711161621737,.976206801705955, , ,.166391856771899, , , , , ,3,10,12, , ,4, , 
3897,5,1.32, , , ,.193333333333333,-.452636363636364,.187333333333333,.1135, ,.3945, , , , , ,.236821310977989,1.07150868150727,1.1062863402694,1.07628653248101, ,.289444122413982, , , , , ,3,11,6,6, ,6, , 
3930,5,-.02, , , ,.193333333333333,.243666666666667,-.107666666666667,-.132888888888889, ,-.0626, , , , , ,.727994139170548,1.32309522321599,.980562485453522,.723597295290436, ,.427323244810712, , , , , ,6,12,12,18, ,10, , 
803,5,1.2, , , ,.1935,-.255666666666667,.6094,.1395, ,-.5255, , , , , ,.0657609306503489,1.03131695742224,.931289052872415,1.17163075939634, ,1.10882445259232, , , , , ,2,6,5,12, ,4, , 
3930,4,.1, , , ,.19375,.0832,-.0261666666666667, , ,.3425, , , , , ,.145404607904977,.880312121681252,.436239629667862, , ,.282303281697438, , , , , ,8,20,24, , ,8, , 
3932,4,-.96, , , ,.194,-.1555,.0291818181818182, , ,-.52225, , , , , ,.032365962917169,.948392745649185,1.14884528513525, , ,1.81304737547431, , , , , ,10,16,22, , ,8, , 
3932,5,-1.26, , , ,.194,-.175,.3152,-.28975, ,.1764, , , , , ,0,.875440594954402,.275556326163797,.380070952022683, ,.740582833539459, , , , , ,2,18,10,8, ,10, , 
3934,4,-.94, , , ,.194333333333333,-.115333333333333,.0680833333333333, , ,.58575, , , , , ,.030283108603092,.775471469494526,.50777870194104, , ,.477811902620387, , , , , ,6,18,24, , ,8, , 
3933,4,-.47, , , ,.1944,.0995,-.10675, , ,.365666666666667, , , , , ,.103723135745546,.590225493632165,.93963065130378, , ,.346417474539993, , , , , ,10,16,24, , ,6, , 
3909,4,-.47, , , ,.1944,.095875,-.0355833333333333, , ,.365666666666667, , , , , ,.110014998977412,.840113162020451,.680573215396515, , ,.387306510832614, , , , , ,5,8,12, , ,3, , 
491,6,-1.82, , , ,.194571428571429,-.7864,.23275,.825,-.647,.08275, , , , , ,.784013362373979,.707926055460597,1.02826403061989,1.71580097913482,.411536146650571,1.0743017499753, , , , , ,7,5,4,3,2,4, , 
3910,5,1.31, , , ,.194666666666667,.00849999999999999,-.266833333333333,.4025, ,-.384142857142857, , , , , ,.238298832001614,1.05579325101503,.74291545055051,.412224574716258, ,1.60282255501261, , , , , ,3,10,6,6, ,7, , 
750,4,-1.48, , , ,.194833333333333,-.820333333333333,.155222222222222, , ,.246, , , , , ,.994892439747467,.901182482445518,1.05825325156337, , ,1.08096839300077, , , , , ,6,6,9, , ,4, , 
3945,5,-.96, , , ,.195,.650833333333333,-.141666666666667,-.00625000000000001, ,-.478571428571429, , , , , ,.0579827560572969,1.48297776807546,.617802449547318,1.40113272628494, ,.718474972225398, , , , , ,2,12,6,4, ,7, , 
3936,5,-.96, , , ,.195,-.0105833333333334,-.0123333333333333,-.10725, ,-.184714285714286, , , , , ,.0473427220735493,.940327922295874,1.44478153953105,.861641083713432, ,.730879283789415, , , , , ,4,24,12,8, ,14, , 
3932,5,-.96, , , ,.195,-.157083333333333,.530833333333333,.00650000000000006, ,-.192857142857143, , , , , ,.0473427220735493,.625747060766546,.505509074342315,1.25159224304769, ,.822388160003709, , , , , ,4,24,12,8, ,14, , 
3931,5,-.96, , , ,.195,.00291666666666667,.00416666666666665,-.152, ,-.188, , , , , ,.0473427220735493,.719314463292272,1.40294669330036,.762626289307454, ,.754935758856341, , , , , ,4,24,12,8, ,14, , 
3931,5,1.32, , , ,.195,.113571428571429,-.196571428571429,-.138636363636364, ,.669833333333333, , , , , ,.618919488571279,1.20718118672485,.618842308021844,1.14760050064947, ,.399109197482533, , , , , ,4,14,14,22, ,12, , 
3932,5,.03, , , ,.195,-.3785,-.22975,.61675, ,-.872, , , , , ,1.38217654443996,.280726816415079,.36374084180911,1.36664306483685, ,0, , , , , ,4,12,16,16, ,2, , 
2064,7,.39, , , ,.19525,-.3642,.434,.3225,-1.16,.289,-1.221, , , , ,.93160233826814,.89909715826489,.701155474912662,.71338425830684,.280014285349873,1.21918634069339, , , , , ,4,5,3,6,2,4,1, 
3936,5,-.54, , , ,.195333333333333,.111571428571429,-.195166666666667,.00850000000000001, ,-.4355, , , , , ,.074760060638463,.771472290173467,1.27933809827464,.581391721073953, ,1.43587076617043, , , , , ,6,14,12,4, ,8, , 
3932,5,.62, , , ,.196,-.353333333333333,.8194,-.0350000000000001, ,-.201, , , , , ,0,.887780303153132,.522943209153728,1.88086448209327, ,.538076468277777, , , , , ,2,6,10,6, ,8, , 
3910,5,1.65, , , ,.196,-.434909090909091,.440666666666667,.1574, ,.00242857142857145, , , , , ,.255947260192408,1.37033546655886,.644665081004599,.447910482127847, ,.584148056900776, , , , , ,3,11,6,5, ,7, , 
3934,5,-.97, , , ,.196,-.3027,.2375,.119, ,.114, , , , , ,.0473427220735493,.630922474176545,.712884728664906,.596980178342073, ,.932644334430577, , , , , ,4,20,12,4, ,12, , 
3897,5,1.64, , , ,.196666666666667,-.0712727272727273,.231833333333333,.16, ,-.548714285714286, , , , , ,.257099850901033,.858619949792583,.877675205680704,.515671083799224, ,2.3102980842513, , , , , ,3,11,6,4, ,7, , 
3910,5,1.64, , , ,.196666666666667,.121818181818182,-.00350000000000002,.16, ,-.362857142857143, , , , , ,.257099850901033,.757901024960624,.465779239554534,.515671083799224, ,1.79904534207928, , , , , ,3,11,6,4, ,7, , 
3932,5,-.6, , , ,.197,-1.18544444444444,.348333333333333,-.037, ,.512333333333333, , , , , ,0,3.60705342060316,.556949070083313,.978031356007226, ,.245269375721199, , , , , ,2,18,6,4, ,6, , 
3910,5,1.28, , , ,.197,-.400818181818182,-.0291666666666667,.6946, ,.192571428571429, , , , , ,.241503623161227,.899347409868046,.754577343064756,.438819211065332, ,.625860702590935, , , , , ,3,11,6,5, ,7, , 
3867,5,1.64, , , ,.197,-.0688181818181818,.00866666666666667,.1602, ,.3115, , , , , ,.257676153339808,.849189592279818,.503696601801786,.446893947150775, ,.256627940801465, , , , , ,3,11,6,5, ,6, , 
3930,4,-2.81, , , ,.1972,-.036,-.157166666666667, , ,-.03725, , , , , ,1.28752672464173,1.13402010564187,.915594730295521, , ,.593505506052206, , , , , ,10,16,24, , ,8, , 
3932,4,-1.97, , , ,.19775,.094,-.0590769230769231, , ,.12425, , , , , ,.240656690863028,.552903663885908,.932095399541353, , ,.385554424544336, , , , , ,8,14,26, , ,8, , 
3909,5,-.99, , , ,.198,-.19325,-.134833333333333,.447333333333333, ,.181, , , , , ,.0579827560572969,.891780050848251,.614406190289996,1.19880885326505, ,1.16937704213255, , , , , ,2,12,6,6, ,7, , 
3934,5,-.57, , , ,.198,.0221111111111111,.338666666666667,.273, ,-.459571428571429, , , , , ,.075195744560447,.844998774025486,.375955348734958,.601618483758603, ,.879123314557066, , , , , ,6,18,12,6, ,14, , 
3929,4,-3.96, , , ,.198,-.109818181818182,.163, , ,-.38975, , , , , ,1.11195539478884,.790496627284973,1.36443248275611, , ,.492631055804298, , , , , ,6,22,24, , ,8, , 
3910,5,3.5, , , ,.198333333333333,-.228333333333333,.191285714285714,-.30375, ,.282333333333333, , , , , ,.100485488172837,1.74584385040587,.492336847522681,1.06646113719294, ,.217904413294759, , , , , ,3,9,7,8, ,3, , 
3867,5,.06, , , ,.198666666666667,-.323,.101833333333333,.2068, ,.0848571428571429, , , , , ,.156873622171904,.68508361209093,.416270304810068,1.21826031700946, ,.697222448618189, , , , , ,3,10,6,5, ,7, , 
3936,5,1.26, , , ,.198666666666667,.000272727272727253,.106,.82175, ,-.418142857142857, , , , , ,.217774807235976,.786479326874986,.462065717482619,.372726920335595, ,.806155249138952, , , , , ,6,22,12,8, ,14, , 
2064,6,-1.37, , , ,.199,-.299142857142857,.456,-.541, ,-.125666666666667,.582, , , , ,.0721248916810279,1.32294689091833,.192400623699613, , ,1.01744201308969, , , , , ,2,7,5,1, ,9,1, 
3933,5,3.37, , , ,.199,-3.22966666666667,.5554,-.469285714285714, ,.147, , , , , ,0,5.52715075483442,.349376333231406,1.55314724788939, ,.0796743371481684, , , , , ,2,6,10,14, ,4, , 
396,6,-.63, , , ,.1992,-1.55225,.254857142857143,.709,.795,.0533333333333333, , , , , ,.631842306275862,1.73007810517329,.82898802334964,.0707106781186547, ,1.2806671438486, , , , , ,5,4,7,2,1,3, , 
3960,5,1.39, , , ,.19925,-.770875,.453714285714286,-.0169, ,.3945, , , , , ,1.01041620962189,1.00924489984203,.659891585612292,.845915999244475, ,.262336615820209, , , , , ,4,8,7,10, ,2, , 
3931,5,1.39, , , ,.19925,-.3605,.403285714285714,-.1717, ,.3945, , , , , ,.935463636003941,.553616232902661,1.15981612790539,1.07028968533118, ,.214196949869351, , , , , ,8,16,14,20, ,4, , 
3937,4,-2.59, , , ,.1994,-.13425,-.0560833333333333, , ,.705333333333333, , , , , ,.914630854498141,.404315635776473,.847335923153661, , ,.4812004433359, , , , , ,10,16,24, , ,6, , 
398,5,3.95, , , ,.1995,.2685,.3238,-.619555555555556, ,.1095, , , , , ,.0382317494586197,.627682585843696,.188507824771281,2.10770936748352, ,.0728319984622144, , , , , ,4,8,5,9, ,2, , 
3934,5,-.58, , , ,.199666666666667,.000900000000000029,.00866666666666667,-.313666666666667, ,.159428571428571, , , , , ,.0761121978835631,.748379646126778,.551819689479244,.684988953682223, ,.672815406652205, , , , , ,6,20,12,6, ,14, , 
3937,5,1.02, , , ,.200666666666667,-.000888888888888893,.0281428571428572,-.245777777777778, ,.1585, , , , , ,1.05916092576467,.795591447687811,.962672630444324,.583629974994789, ,.621806239917227, , , , , ,6,18,14,18, ,4, , 
3932,5,-.64, , , ,.201,-.446666666666667,.4566,.19175, ,.301, , , , , ,0,.5370124327622,.278463721953946,1.2438563019899, ,.488584349592439, , , , , ,2,18,10,8, ,10, , 
2407,4,-1.01, , , ,.201333333333333,-.0697272727272728,-.103846153846154, , ,.3035, , , , , ,.0347898452617044,1.36982094383967,.978192111853448, , ,.173331089729069, , , , , ,3,11,13, , ,4, , 
3909,4,-1.01, , , ,.201333333333333,-.0872727272727273,-.102153846153846, , ,.3035, , , , , ,.0347898452617044,1.22667363963763,1.03869179308669, , ,.173331089729069, , , , , ,3,11,13, , ,4, , 
3867,4,-1.01, , , ,.201333333333333,-.157363636363636,.229846153846154, , ,-.60775, , , , , ,.0347898452617044,.857289947768813,.915621723762407, , ,1.83370796929791, , , , , ,3,11,13, , ,4, , 
3897,4,-1.01, , , ,.201333333333333,-.178272727272727,.130923076923077, , ,-1.18225, , , , , ,.0347898452617044,1.66107471782031,1.24698679901717, , ,1.66374344476545, , , , , ,3,11,13, , ,4, , 
750,4,-1.01, , , ,.201333333333333,-.361454545454545,.207384615384615, , ,.3035, , , , , ,.0347898452617044,.920454709764295,.946010970554917, , ,.173331089729069, , , , , ,3,11,13, , ,4, , 
750,4,-1.01, , , ,.201333333333333,.0273636363636364,-.00999999999999998, , ,.3035, , , , , ,.0347898452617044,.854589992069562,.658728699845392, , ,.173331089729069, , , , , ,3,11,13, , ,4, , 
2407,4,-1.01, , , ,.201333333333333,.0273636363636364,.307076923076923, , ,-1.476, , , , , ,.0347898452617044,.854589992069562,.444309100652999, , ,2.05835192974056, , , , , ,3,11,13, , ,4, , 
2407,4,-1.01, , , ,.201333333333333,.0682727272727273,-.0855384615384616, , ,.3035, , , , , ,.0347898452617044,.932998402025329,.956431528772849, , ,.173331089729069, , , , , ,3,11,13, , ,4, , 
3480,5,2.98, , , ,.201666666666667,-.19575,.312833333333333,-1.02455555555556, ,.0952, , , , , ,.114544023560085,1.05463307205239,.327975862933032,4.5000716136277, ,.7308643512992, , , , , ,3,4,6,9, ,5, , 
3935,4,-1.01, , , ,.201666666666667,.24,-.10025, , ,-.3135, , , , , ,.0316269926908435,.555952550219205,1.00267209300297, , ,1.01898815358318, , , , , ,6,22,24, , ,8, , 
2407,5,1.8, , , ,.202666666666667,-.2763,.381666666666667,-.4504, ,.288142857142857, , , , , ,.274336168474617,1.0487438041136,.509269542253085,1.13157359460178, ,.206792511607995, , , , , ,3,10,6,5, ,7, , 
3910,5,1.8, , , ,.202666666666667,-.4373,.381666666666667,.4528, ,-.483571428571429, , , , , ,.274336168474617,1.51663370293848,.509269542253085,.382195238065573, ,1.26468004611744, , , , , ,3,10,6,5, ,7, , 
3887,5,1.8, , , ,.202666666666667,.1418,-.034,-.1516, ,-.181285714285714, , , , , ,.274336168474617,.944481256798908,.529281399635392,1.44415816308325, ,1.26088985962107, , , , , ,3,10,6,5, ,7, , 
3909,5,-2.18, , , ,.202666666666667,.2131,-.546666666666667,-.4395, ,.222142857142857, , , , , ,.388619779904901,.977918929836893,.901773955416027,.137357198573646, ,.828348241697784, , , , , ,3,10,6,4, ,7, , 
3905,5,1.67, , , ,.203,-.0255,-.531666666666667,.0713333333333333, ,.573333333333333, , , , , ,.758271059714137,.35850313806158,.595782119011081,.896137126783619, ,.231201931941178, , , , , ,3,2,3,9, ,3, , 
3911,4,-1.03, , , ,.203333333333333,-.4517,.123923076923077, , ,-.59775, , , , , ,.0355715241918776,2.29231746153198,.937892358921362, , ,1.81922554493206, , , , , ,3,10,13, , ,4, , 
3910,4,-1.03, , , ,.203333333333333,.218,.0401538461538461, , ,-.30775, , , , , ,.0355715241918776,.785650615024827,.520181353977285, , ,1.09392089141156, , , , , ,3,10,13, , ,4, , 
3897,4,-1.03, , , ,.203333333333333,.2349,-.141538461538462, , ,-.5985, , , , , ,.0355715241918776,.69415343324721,1.04720402464409, , ,1.82071863101725, , , , , ,3,10,13, , ,4, , 
3911,4,-1.03, , , ,.203333333333333,.239,-.0659230769230769, , ,-.30775, , , , , ,.0355715241918776,1.00787146446801,1.2610319492079, , ,1.09392089141156, , , , , ,3,10,13, , ,4, , 
3910,5,1.22, , , ,.203333333333333,-.268363636363636,.227666666666667,-.00066666666666663, ,-.699714285714286, , , , , ,.248986612759267,1.12876899963875,1.12628942402327,1.13813367697589, ,2.23829404638784, , , , , ,3,11,6,6, ,7, , 
398,5,2.48, , , ,.203666666666667,-.129,.3002,.0573333333333334, ,-.1194, , , , , ,.177857620959388,1.08539670167179,.291251952783153,.5758098644518, ,.832236925400454, , , , , ,3,5,5,9, ,5, , 
3910,5,1.79, , , ,.203666666666667,-.2003,.3835,.0985, ,-.421, , , , , ,.276065813409291,.809085910834635,.512292006574375,.493932856435636, ,1.92644967059442, , , , , ,3,10,6,4, ,7, , 
3897,4,-1.03, , , ,.204,.0633636363636364,-.0316666666666667, , ,.30725, , , , , ,.0359304884464434,.988398327874675,.676257795563649, , ,.175378400418448, , , , , ,3,11,12, , ,4, , 
3936,5,.26, , , ,.2045,-.47625,-.277428571428571,.3711, ,.6935, , , , , ,1.01673581341748,.986033366575391,.4776512590528,2.01052668930831, ,.377009725780826, , , , , ,8,16,14,20, ,4, , 
1357,5,2.95, , , ,.204666666666667,.186666666666667,.318,.0124, ,-.267166666666667, , , , , ,.115543642548317,1.07113746394507,.333951493483709,.657158901805509, ,.860419064564859, , , , , ,3,6,6,10, ,6, , 
803,5,2.47, , , ,.204666666666667,-.0862000000000001,.221,-.140875, ,-.1698, , , , , ,.178645832118562,.947794386984856,.801131387476486,1.34207924372169, ,1.02505936413459, , , , , ,3,5,5,8, ,5, , 
3910,5,2.47, , , ,.204666666666667,.3804,-.2992,.081375, ,.3246, , , , , ,.178645832118562,.15834235062042,.780076086032638,.816584163714048, ,.237714745020161, , , , , ,3,5,5,8, ,5, , 
3934,5,-.05, , , ,.204666666666667,-.579666666666667,-.399666666666667,1.07833333333333, ,-.121, , , , , ,.728573583563573,.302615067020594,.71176136620657,2.59298115961486, ,.415246695570017, , , , , ,6,12,12,18, ,12, , 
3936,5,-.05, , , ,.204666666666667,.202166666666667,-.0938333333333333,.174777777777778, ,-.7295, , , , , ,.728573583563573,1.20752901966509,.976819964181856,.984207388209688, ,1.27899061763564, , , , , ,6,12,12,18, ,12, , 
3945,5,1.23, , , ,.20475,-.479375,.367714285714286,-.0723333333333334, ,.1045, , , , , ,1.00709462481603,.531385503727217,.852900094635105,.767852524903057, ,.743169227027062, , , , , ,4,8,7,9, ,2, , 
3960,5,-1.04, , , ,.205,-.171363636363636,.4275,-.34525, ,.0571428571428571, , , , , ,.0579827560572969,.784227425269899,.45456429688219,.418227509855581, ,.931871670094015, , , , , ,2,11,6,4, ,7, , 
3909,5,-1.04, , , ,.205,-.174363636363636,.089,.354, ,.185166666666667, , , , , ,.0579827560572969,.83180565912084,.516776934469796,1.40842181181633, ,1.87528306307786, , , , , ,2,11,6,4, ,6, , 
3960,5,-1.04, , , ,.205,.039,-.422,.39125, ,.0321428571428571, , , , , ,.0579827560572969,1.03365216586626,1.21848643816827,1.50094178767866, ,.803531046604388, , , , , ,2,11,6,4, ,7, , 
3945,5,-1.05, , , ,.205,.295727272727273,.873666666666667,.049, ,-.448285714285714, , , , , ,.0579827560572969,1.2720399436267,3.79707059016114,1.4534191870666, ,.703862608346666, , , , , ,2,11,6,4, ,7, , 
3480,5,3.13, , , ,.205,.411571428571429,-.0543333333333333,-.127444444444444, ,-.0394285714285714, , , , , ,.125865007051205,.428068085372276,1.020555273695,1.19066810143624, ,.972699826452618, , , , , ,2,7,6,9, ,7, , 
3867,5,-.63, , , ,.205,-.3422,.62,.1785, ,.0226, , , , , ,.0866083136886985,1.31903372040125,.415131304529061,.921360135886071, ,.784937449737239, , , , , ,3,10,5,2, ,5, , 
1650,5,1.2, , , ,.205,-.163545454545455,-.00283333333333335,.0616, ,.212714285714286, , , , , ,.251039837476047,.798294101648805,.746208393591674,.936149720931433, ,.610303944573443, , , , , ,3,11,6,5, ,7, , 
3937,5,-1.04, , , ,.205,-.121454545454545,.4275,-.34525, ,.031, , , , , ,.0473427220735493,1.02501357609001,.433410051483895,.38720343490212, ,.634319744656856, , , , , ,4,22,12,8, ,14, , 
3931,5,-1.04, , , ,.205,-.196090909090909,.0886666666666667,-.34525, ,.320714285714286, , , , , ,.0473427220735493,.623410657981437,.492931736622524,.38720343490212, ,.630443241948616, , , , , ,4,22,12,8, ,14, , 
3932,5,-1.05, , , ,.205,-.227166666666667,-.14375,-.0732, ,.478, , , , , ,.0473427220735493,.62934234553126,.560389851544695,.823379863732409, ,.530820389316656, , , , , ,4,12,8,10, ,8, , 
3929,5,-1.04, , , ,.205,.0104545454545455,-.4375,.353, ,.031, , , , , ,.0473427220735493,.781691982163278,1.20209540538027,1.30347382022041, ,.634319744656856, , , , , ,4,22,12,8, ,14, , 
3929,5,-1.04, , , ,.205,.297090909090909,.0886666666666667,-.34525, ,-.287714285714286, , , , , ,.0473427220735493,1.19175112890517,.492931736622524,.38720343490212, ,.808095332206582, , , , , ,4,22,12,8, ,14, , 
3930,5,1.2, , , ,.205,.234272727272727,.1178,-.7638, ,.499142857142857, , , , , ,.224536856662776,.585316046643926,.506377724628562,.782229690620913, ,.338986466065865, , , , , ,6,22,10,10, ,14, , 
3960,5,.38, , , ,.2055,-.1076,-.20375,.0417272727272727, ,.1854, , , , , ,1.50543033714616,1.03439852088061,.614931761603327,1.07336807208982, ,.882226331504564, , , , , ,2,5,8,11, ,5, , 
3936,5,.38, , , ,.2055,.7158,-.48975,-.0918181818181818, ,-.2486, , , , , ,1.22917872310471,.883630490897889,.693254691052767,.76658771662004, ,.506260626774611, , , , , ,4,10,16,22, ,10, , 
2407,5,2.46, , , ,.206,-.14325,.046,-.104875, ,.3264, , , , , ,.180144386534802,1.07971149695957,.790478019934773,1.44613548441552, ,.238757827096831, , , , , ,3,4,5,8, ,5, , 
3936,5,-.64, , , ,.206,.00780000000000002,.184285714285714,-.43525, ,.161142857142857, , , , , ,.0774648307298222,.626454148362033,.651129601724387,.630906094438784, ,.776395107298702, , , , , ,6,20,14,8, ,14, , 
3936,5,-.64, , , ,.206,.2159,.184285714285714,-.58725, ,-.127142857142857, , , , , ,.0774648307298222,.923378288220973,.651129601724387,1.03189489359555, ,.835710186897059, , , , , ,6,20,14,8, ,14, , 
3867,4,-1.06, , , ,.206666666666667,-.160272727272727,.0989090909090909, , ,.311, , , , , ,.0361432335760559,.961083044373283,.726771691048221, , ,.177833255232723, , , , , ,3,11,11, , ,4, , 
3932,5,1.02, , , ,.206666666666667,-.324777777777778,.095,.280888888888889, ,-.907, , , , , ,.999760504654323,.543297941828212,.697929244815856,1.01681017309259, ,.608527183725866, , , , , ,6,18,14,18, ,4, , 
3936,5,.47, , , ,.20675,-.175,-.134,.0211111111111111, ,-.352666666666667, , , , , ,2.06809330751091,.904201894859034,.625486264171058,.823691753373289, ,.834540512298035, , , , , ,8,16,16,18, ,6, , 
3866,5,-1.06, , , ,.207,.199583333333333,-.1155,-.2054, ,.131428571428571, , , , , ,.0579827560572969,1.23101469294336,.606878488661445,.759123376006825, ,.79832759715605, , , , , ,2,12,6,5, ,7, , 
1650,5,-1.06, , , ,.207,.2335,.6075,-.5868, ,-.152, , , , , ,.0579827560572969,.770964154337105,1.82110029926965,.18208432112623, ,.752127205553245, , , , , ,2,12,6,5, ,7, , 
3929,5,-1.06, , , ,.207,.200833333333333,-.2995,-.2054, ,.00785714285714289, , , , , ,.0473427220735493,1.20798177594469,1.32452361933709,.715708382575535, ,1.19420632524399, , , , , ,4,24,12,10, ,14, , 
3934,4,-1.06, , , ,.207,-.1914,.106230769230769, , ,.312, , , , , ,.0321372058524073,2.12959537545466,.651738125795464, , ,.164641602102437, , , , , ,6,20,26, , ,8, , 
3897,5,1.76, , , ,.207666666666667,-.2611,.1818,.4622, ,-.164428571428571, , , , , ,.281254925882789,1.03487449051134,.116904662011401,.38881190825385, ,1.23414556909397, , , , , ,3,10,5,5, ,7, , 
3932,4,-.43, , , ,.20825,-.175375,.0604166666666667, , ,.37675, , , , , ,.107852743524281,.729486748794429,.620354941644853, , ,.289078709005004, , , , , ,8,16,24, , ,8, , 
