trueloc,facrasch,facse,idall,id1,id2,id3,id4,  seall,se1,se2,se3,se4,  zall,z1,z2,z3,z4,  zzall,zz1,zz2,zz3,zz4
 0.138, 0.139, 0.447, 0.139, 1.807,-1.110,-1.949, 0.877, 0.447, 1.161, 1.022, 1.215, 0.742,-0.020, 0.703,-0.459,-0.973, 0.316, 1.261, 1.674, 0.662, 1.649, 0.564
-1.541,-1.870, 0.637,-1.870,-1.033,-2.143,-2.210,-1.638, 0.637, 1.206, 1.905, 1.890, 0.815,-0.077, 0.120,-0.278,-0.293, 0.032, 0.477, 0.693, 0.011, 0.006, 0.873
 1.711, 1.062, 0.481, 1.062, 2.932,-0.585, 1.685, 0.916, 0.481, 1.907, 1.026, 1.226, 0.753,-0.038, 0.611,-1.033, 0.250,-0.009, 1.106, 0.065, 3.435, 0.327, 0.418
 0.055,-0.117, 0.440,-0.117, 0.124, 0.001,-0.064,-0.345, 0.440, 0.958, 0.979, 1.002, 0.729, 0.001, 0.123, 0.044, 0.054,-0.107, 0.804, 0.719, 1.200, 0.565, 1.016
 2.699, 2.939, 0.758, 2.939, 3.120, 1.931, 2.870, 2.819, 0.758, 1.929, 1.215, 1.895, 1.083, 0.043, 0.253,-0.196, 0.237,-0.040, 0.620, 0.021, 0.955, 0.006, 1.133
 1.809, 1.386, 0.498, 1.386, 1.019, 2.340, 1.543, 1.143, 0.498, 0.945, 1.904, 1.175, 0.749, 0.061,-0.143, 0.388, 0.125,-0.032, 0.626, 1.106, 0.024, 0.548, 0.829
-1.024,-0.701, 0.430,-0.701,-1.630,-0.114,-1.553,-0.246, 0.430, 1.141, 0.939, 1.152, 0.678, 0.003,-0.346, 0.248,-0.331, 0.221, 1.251, 1.223, 1.897, 1.061, 1.262
 2.519, 1.380, 0.526, 1.380, 1.279, 2.700, 1.620, 0.776, 0.526, 1.162, 1.916, 1.198, 0.734, 0.002,-0.185, 0.455, 0.157,-0.209, 0.992, 2.376, 0.051, 0.427, 1.182
 0.401, 0.772, 0.462, 0.772, 3.215, 2.517, 0.568,-0.920, 0.462, 1.905, 1.888, 1.000, 0.755,-0.035, 0.825, 0.599,-0.113,-0.742, 1.289, 0.091, 0.012, 1.439, 1.560
-1.242,-1.602, 0.549,-1.602,-1.328,-2.013,-1.063,-1.743, 0.549, 1.196, 1.312, 1.295, 0.828,-0.084,-0.029,-0.188, 0.018,-0.112, 0.397, 0.469, 0.227, 0.373, 0.570
 2.592, 1.645, 0.520, 1.645, 1.935, 1.781, 0.550, 1.989, 0.520, 1.226, 1.272, 1.101, 0.836, 0.070, 0.166, 0.119,-0.274, 0.169, 0.470, 0.351, 0.305, 0.634, 0.597
-0.284,-0.269, 0.433,-0.269,-1.163,-0.996, 0.100, 0.183, 0.433, 1.182, 1.163, 0.948, 0.687,-0.014,-0.354,-0.300, 0.180, 0.201, 0.808, 0.352, 0.796, 0.891, 1.065
 1.224, 0.599, 0.442, 0.599, 1.247, 2.241, 0.303,-0.246, 0.442, 1.134, 1.174, 1.031, 0.683,-0.033, 0.151, 0.637,-0.202,-0.376, 1.323, 1.785, 0.557, 2.704, 0.870
-1.651,-1.312, 0.461,-1.312,-0.380,-0.734,-2.106,-1.631, 0.461, 1.005, 1.013, 1.149, 0.725, 0.013, 0.335, 0.178,-0.113,-0.167, 1.095, 1.156, 0.826, 2.559, 0.785
-0.346,-0.992, 0.454,-0.992,-2.535,-0.937,-3.042, 0.312, 0.454, 1.905, 0.972, 1.887, 0.711,-0.025,-0.525,-0.003,-0.697, 0.550, 0.815, 0.038, 0.980, 0.016, 0.957
-0.158,-0.012, 0.431,-0.012, 1.430, 0.117, 0.406,-1.000, 0.431, 1.153, 0.936, 1.022, 0.746,-0.002, 0.616, 0.067, 0.165,-0.429, 1.045, 0.917, 1.434, 0.455, 1.106
 1.722, 1.966, 0.518, 1.966, 2.015, 1.951, 2.215, 1.812, 0.518, 1.212, 1.141, 1.146, 0.811, 0.019,-0.094, 0.021, 0.161, 0.002, 0.925, 2.140, 1.057, 0.533, 0.789
-1.206,-0.955, 0.480,-0.955,-2.089,-2.716, 0.319,-0.364, 0.480, 1.181, 1.898, 0.993, 0.733,-0.055,-0.434,-0.586, 0.489, 0.128, 0.615, 0.418, 0.043, 0.700, 0.686
-1.576,-1.555, 0.527,-1.555,-3.509,-0.449, 0.056,-2.423, 0.527, 1.911, 0.961, 0.962, 1.085, 0.081,-0.632, 0.517, 0.773,-0.127, 1.538, 0.082, 1.839, 2.374, 1.489
-0.465,-0.207, 0.445,-0.207,-1.093,-1.217, 0.050, 0.429, 0.445, 1.314, 1.132, 0.974, 0.699, 0.002,-0.353,-0.424, 0.067, 0.360, 1.175, 1.616, 0.595, 1.034, 1.376
 0.558, 1.175, 0.505, 1.175,-0.117,-0.161, 2.483, 2.598, 0.505, 0.954, 0.998, 1.983, 1.109, 0.047,-0.582,-0.456, 0.429, 0.422, 0.677, 1.095, 1.137, 0.101, 0.171
-0.627, 0.515, 0.440, 0.515, 1.119,-0.269, 0.806, 0.511, 0.440, 0.996, 0.946, 1.028, 0.713, 0.010, 0.239,-0.355, 0.123, 0.023, 0.656, 0.598, 1.163, 0.533, 0.619
 0.013,-0.150, 0.441,-0.150, 0.429, 0.281,-0.962,-0.336, 0.441, 1.013, 0.932, 1.169, 0.714, 0.017, 0.247, 0.221,-0.231,-0.075, 1.005, 0.766, 1.183, 1.728, 0.950
-0.163, 0.207, 0.432, 0.207, 1.858,-0.016,-0.338,-0.157, 0.432, 1.173, 0.937, 0.927, 0.734, 0.027, 0.731,-0.067,-0.256,-0.136, 1.367, 1.297, 0.965, 0.925, 1.874
 0.890, 1.060, 0.461, 1.060, 0.666,-0.115, 2.191, 1.441, 0.461, 1.065, 0.934, 1.163, 0.777, 0.004,-0.082,-0.620, 0.454, 0.134, 0.915, 0.524, 1.695, 0.622, 0.825
-0.875,-0.902, 0.462,-0.902,-0.178,-0.480,-3.597,-0.341, 0.462, 0.925, 1.172, 1.896, 0.693,-0.002, 0.385, 0.046,-0.933, 0.246, 1.144, 1.586, 0.775, 0.111, 1.319
-0.434,-0.619, 0.442,-0.619,-0.760, 1.244,-1.104,-1.403, 0.442, 0.966, 1.137, 1.140, 0.824,-0.002,-0.058, 0.833,-0.221,-0.281, 1.069, 1.720, 0.890, 0.704, 0.874
 1.350, 1.448, 0.524, 1.448, 1.266, 1.992, 1.605, 1.128, 0.524, 1.205, 1.175, 1.141, 0.805,-0.170,-0.555,-0.101, 0.102,-0.147, 2.287, 5.737, 3.525, 0.838, 1.482
 1.491, 1.564, 0.505, 1.564, 1.527, 1.963, 2.187, 1.079, 0.505, 1.145, 1.153, 1.248, 0.774, 0.051, 0.069, 0.153, 0.255,-0.111, 0.662, 0.645, 0.981, 0.261, 0.868
-0.352, 0.096, 0.431, 0.096,-0.864,-1.506, 0.326, 1.236, 0.431, 1.150, 1.141, 1.012, 0.747, 0.040,-0.334,-0.699, 0.116, 0.559, 1.250, 1.449, 0.869, 0.637, 1.338
-0.355, 0.413, 0.440, 0.413, 1.543,-0.231, 0.374, 0.277, 0.440, 1.194, 0.984, 0.949, 0.693, 0.007, 0.421,-0.311, 0.004,-0.039, 0.845, 0.356, 1.097, 0.950, 1.031
 1.714, 2.658, 0.763, 2.658, 1.514, 2.923, 2.473, 2.623, 0.763, 1.178, 1.975, 1.914, 1.087,-0.024,-0.634, 0.254, 0.215, 0.022, 1.132, 4.336, 0.035, 0.011, 0.786
 1.062, 0.614, 0.450, 0.614, 0.801,-0.211,-0.101, 1.458, 0.450, 1.205, 0.974, 0.943, 0.760, 0.029, 0.143,-0.346,-0.336, 0.341, 0.759, 0.390, 0.769, 1.204, 0.706
 0.417, 0.526, 0.439, 0.526, 0.160, 0.041, 3.118,-0.181, 0.439, 0.919, 0.963, 1.892, 0.745,-0.027,-0.180,-0.239, 0.908,-0.311, 1.028, 1.261, 1.069, 0.048, 1.070
-1.967,-1.818, 0.571,-1.818,-1.594,-1.692,-1.908,-2.020, 0.571, 1.149, 1.157, 1.207, 1.081,-0.077, 0.019,-0.033,-0.112,-0.130, 0.496, 0.920, 0.718, 0.416, 0.398
-1.227,-0.759, 0.453,-0.759,-1.153,-1.672, 0.094,-0.578, 0.453, 0.964, 1.286, 1.128, 0.686,-0.042,-0.219,-0.346, 0.270, 0.044, 0.909, 1.246, 1.670, 0.413, 0.814
-0.741,-0.805, 0.455,-0.805,-2.003,-0.310,-1.495,-0.278, 0.455, 1.258, 0.990, 1.136, 0.673,-0.001,-0.443, 0.210,-0.295, 0.262, 1.273, 1.984, 1.286, 0.703, 1.370
-1.017,-0.873, 0.459,-0.873,-0.371,-1.476,-0.496,-0.994, 0.459, 1.013, 1.137, 1.083, 0.711,-0.023, 0.197,-0.265, 0.097,-0.072, 0.742, 1.198, 0.711, 1.161, 0.544
 0.369, 1.099, 0.503, 1.099, 2.377, 1.222, 1.109, 0.573, 0.503, 1.900, 1.170, 1.210, 0.705, 0.049, 0.462, 0.113, 0.069,-0.199, 0.660, 0.025, 0.611, 0.703, 0.999
 1.867, 1.495, 0.493, 1.495, 0.686, 1.538, 1.661, 1.910, 0.493, 0.948, 1.153, 1.189, 0.833, 0.005,-0.289,-0.044, 0.043, 0.158, 1.001, 1.026, 1.671, 1.261, 0.836
 0.004, 0.412, 0.445, 0.412,-0.402, 1.877, 1.292,-0.179, 0.445, 0.957, 1.272, 1.118, 0.712,-0.028,-0.369, 0.484, 0.347,-0.300, 1.052, 1.421, 0.292, 1.022, 1.219
 0.876, 0.971, 0.471, 0.971, 0.152, 2.497, 0.851, 0.859, 0.471, 0.997, 1.900, 1.144, 0.671, 0.044,-0.249, 0.524,-0.017,-0.019, 0.673, 0.814, 0.031, 1.108, 0.745
 0.662, 0.766, 0.466, 0.766, 2.340, 1.357,-0.266, 0.521, 0.466, 1.895, 1.167, 0.950, 0.718, 0.005, 0.537, 0.173,-0.521,-0.081, 1.033, 0.034, 1.477, 1.541, 1.062
 1.159, 0.955, 0.497, 0.955, 0.699,-0.025, 2.821, 0.838, 0.497, 1.222, 0.997, 1.912, 0.787,-0.067,-0.148,-0.519, 0.615,-0.142, 1.470, 1.869, 1.679, 0.060, 1.936
-0.303,-0.039, 0.454,-0.039, 3.503,-3.114, 0.426, 0.067, 0.454, 2.061, 1.895, 1.033, 0.725, 0.067, 1.187,-1.139, 0.291,-0.003, 1.347, 1.572, 0.143, 1.580, 0.588
 0.463,-0.133, 0.443,-0.133, 0.616,-0.672,-0.103,-0.326, 0.443, 0.955, 1.075, 1.004, 0.684, 0.011, 0.353,-0.214, 0.054,-0.068, 1.206, 1.091, 3.413, 0.736, 0.786
 1.872, 1.808, 0.581, 1.808, 2.662, 1.739, 0.885, 1.757, 0.581, 1.889, 1.194, 1.160, 0.859, 0.034, 0.377,-0.065,-0.216, 0.036, 0.760, 0.013, 1.545, 1.184, 0.702
 1.827, 1.575, 0.538, 1.575, 1.102, 0.957, 3.711, 1.298, 0.538, 1.150, 0.962, 1.970, 0.813, 0.041,-0.084,-0.196, 0.623,-0.068, 0.821, 0.942, 0.850, 0.259, 1.036
 0.550, 0.754, 0.453, 0.754, 0.382, 0.692, 0.690, 0.996, 0.453, 1.037, 0.964, 1.013, 0.735,-0.048,-0.212,-0.070,-0.121, 0.082, 1.234, 1.721, 1.351, 1.605, 1.174
 0.098, 0.283, 0.444, 0.283, 0.786,-0.683, 0.062, 0.744, 0.444, 0.990, 0.939, 0.950, 0.755, 0.005, 0.203,-0.499,-0.175, 0.247, 1.145, 0.576, 1.348, 1.861, 1.125
 1.679, 1.214, 0.466, 1.214, 0.717, 0.743, 0.910, 2.278, 0.466, 0.962, 0.947, 0.966, 1.075, 0.002,-0.404,-0.153,-0.078, 0.323, 0.985, 2.633, 0.880, 0.757, 0.505
-0.329,-0.414, 0.449,-0.414,-1.702,-0.970, 1.293,-0.424, 0.449, 1.197, 1.006, 1.167, 0.723,-0.009,-0.472,-0.236, 0.761,-0.050, 0.873, 0.492, 0.735, 1.300, 0.725
 1.076, 0.446, 0.452, 0.446,-0.011,-0.704, 0.467, 1.164, 0.452, 1.020, 0.941, 0.952, 0.726,-0.010,-0.211,-0.487, 0.035, 0.306, 0.944, 1.319, 1.543, 0.772, 0.641
-1.411,-0.811, 0.439,-0.811,-2.846, 0.575,-0.949,-0.761, 0.439, 1.895, 0.923, 0.988, 0.683, 0.051,-0.678, 0.780,-0.017, 0.084, 1.293, 0.045, 1.826, 1.539, 1.337
-0.320,-0.464, 0.449,-0.464,-0.413,-1.439, 1.595,-1.182, 0.449, 1.074, 1.201, 1.137, 0.736,-0.019,-0.022,-0.369, 0.944,-0.325, 0.810, 0.407, 0.358, 0.884, 0.740
 1.557, 1.080, 0.454, 1.080, 0.447, 0.447, 1.089, 1.775, 0.454, 0.938, 0.944, 0.990, 0.751, 0.009,-0.292,-0.291, 0.036, 0.295, 0.968, 1.479, 1.520, 0.629, 0.777
 0.781, 0.807, 0.458, 0.807, 0.692, 1.070, 0.655, 0.841, 0.458, 0.966, 1.193, 1.029, 0.709,-0.006,-0.022, 0.166,-0.160,-0.006, 1.044, 0.786, 0.388, 2.232, 1.241
-0.398, 0.608, 0.447, 0.608,-0.336, 3.088,-0.072, 0.573, 0.447, 0.956, 1.919, 0.984, 0.716, 0.034,-0.406, 0.800,-0.299, 0.037, 1.119, 0.850, 0.193, 1.109, 1.531
 1.318, 0.898, 0.451, 0.898, 1.253, 0.771,-0.294, 1.683, 0.451, 1.143, 0.925, 0.923, 0.854,-0.039,-0.009,-0.093,-0.595, 0.250, 1.433, 2.157, 1.497, 1.302, 1.352
 0.357, 0.065, 0.430, 0.065, 0.073, 0.511,-2.071, 0.809, 0.430, 0.962, 0.958, 1.163, 0.724,-0.023,-0.019, 0.196,-0.938, 0.322, 1.141, 1.432, 1.539, 0.966, 0.668
-0.410,-0.798, 0.475,-0.798,-0.426,-1.681,-0.566,-0.777, 0.475, 0.970, 1.318, 1.149, 0.701,-0.023, 0.165,-0.292, 0.010, 0.002, 0.779, 1.578, 0.230, 0.829, 0.845
 0.180, 0.715, 0.441, 0.715, 0.265,-0.489, 0.251, 1.867, 0.441, 0.960, 1.006, 0.979, 0.819,-0.003,-0.214,-0.463,-0.253, 0.457, 0.895, 0.920, 0.745, 1.564, 0.539
-0.854,-0.279, 0.450,-0.279, 0.749,-0.381,-0.809,-0.401, 0.450, 1.039, 1.157, 0.919, 0.707, 0.000, 0.373,-0.071,-0.255,-0.023, 1.054, 0.644, 1.521, 1.260, 1.173
-1.756,-1.213, 0.498,-1.213,-1.498,-2.509,-0.928,-0.345, 0.498, 1.122, 1.151, 1.241, 0.768,-0.033,-0.148,-0.526,-0.022, 0.264, 0.691, 0.800, 0.528, 0.450, 0.813
 1.068, 0.916, 0.478, 0.916, 0.631, 0.745, 2.193, 0.560, 0.478, 1.044, 1.158, 1.193, 0.700,-0.038,-0.189, 0.010, 0.485,-0.248, 1.459, 1.653, 0.821, 0.622, 2.300
-0.281, 0.274, 0.441, 0.274, 2.362, 1.155,-1.160,-0.261, 0.441, 1.228, 1.164, 1.169, 0.681,-0.024, 0.772, 0.194,-0.576,-0.255, 1.229, 0.740, 2.210, 0.652, 1.071
 0.314,-0.084, 0.446,-0.084,-1.546,-2.329, 3.308, 0.506, 0.446, 1.177, 1.894, 2.071, 0.701, 0.094,-0.586,-0.756, 1.089, 0.362, 1.441, 0.720, 0.053, 1.418, 1.582
 0.536, 0.655, 0.453, 0.655,-0.801, 2.355, 0.459, 0.816, 0.453, 0.948, 1.211, 0.955, 0.745,-0.019,-0.682, 0.623,-0.179, 0.072, 1.150, 1.231, 0.476, 2.216, 0.825
 1.537, 0.810, 0.469, 0.810, 0.651, 1.328, 0.308, 0.806, 0.469, 1.192, 0.982, 1.067, 0.710,-0.067,-0.405, 0.220,-0.122,-0.014, 1.588, 4.258, 0.672, 1.097, 1.443
-1.407,-0.561, 0.462,-0.561,-1.538,-1.793, 1.189,-0.614, 0.462, 1.135, 1.356, 0.945, 0.730,-0.023,-0.403,-0.368, 0.798,-0.070, 0.842, 0.875, 0.213, 1.187, 0.711
-0.340,-1.088, 0.452,-1.088,-1.304, 1.587,-3.651,-1.356, 0.452, 0.989, 1.180, 1.937, 0.742, 0.033,-0.159, 1.424,-0.843,-0.129, 1.525, 1.682, 2.058, 0.213, 0.758
-1.339,-1.544, 0.532,-1.544,-0.892,-1.290,-2.473,-1.643, 0.532, 0.978, 1.175, 1.915, 0.840, 0.006, 0.222, 0.128,-0.377, 0.029, 1.058, 0.943, 1.675, 0.032, 1.527
 0.513, 0.581, 0.447, 0.581,-0.388, 2.139, 3.289,-0.559, 0.447, 0.966, 1.169, 1.954, 0.716, 0.040,-0.418, 0.644, 0.882,-0.454, 1.100, 0.916, 1.414, 0.327, 0.768
 1.026, 0.407, 0.454, 0.407, 0.423, 0.156,-0.022, 0.810, 0.454, 1.047, 0.936, 0.986, 0.781, 0.008, 0.056,-0.072,-0.161, 0.109, 1.086, 0.757, 1.566, 1.042, 1.370
 1.872, 1.873, 0.541, 1.873, 3.447, 0.652, 2.195, 1.698, 0.541, 1.935, 1.043, 1.268, 0.823, 0.057, 0.507,-0.350, 0.154,-0.013, 0.596, 0.088, 0.764, 0.321, 0.854
-0.484,-0.129, 0.423,-0.129,-0.942,-0.486, 0.834,-0.015, 0.423, 0.933, 0.932, 0.929, 0.688, 0.000,-0.376,-0.177, 0.451, 0.052, 1.086, 0.969, 0.944, 1.030, 1.377
 0.268,-0.132, 0.432,-0.132, 0.527, 1.025,-3.703, 0.405, 0.432, 0.979, 1.135, 1.911, 0.693,-0.029, 0.332, 0.486,-1.410, 0.224, 1.411, 2.092, 0.795, 0.443, 0.932
-0.393,-0.722, 0.443,-0.722,-0.754,-0.463,-0.245,-1.053, 0.443, 0.945, 0.964, 1.045, 0.725,-0.012,-0.034, 0.146, 0.114,-0.142, 0.899, 0.884, 1.826, 0.584, 0.891
 0.890, 0.171, 0.443, 0.171, 0.670, 0.834,-1.087, 0.141, 0.443, 0.969, 1.129, 1.182, 0.717,-0.001, 0.220, 0.288,-0.499,-0.006, 0.922, 2.483, 0.693, 0.677, 0.534
-1.127,-2.018, 0.638,-2.018,-3.210,-2.244,-2.525,-0.900, 0.638, 1.917, 1.906, 1.913, 0.729, 0.099,-0.437,-0.272,-0.308, 0.756, 1.754, 0.035, 0.010, 0.018, 3.841
-0.713,-1.277, 0.536,-1.277,-1.898,-2.290,-2.274, 0.005, 0.536, 1.137, 1.910, 1.890, 0.743, 0.016,-0.276,-0.402,-0.409, 0.584, 1.132, 0.621, 0.025, 0.010, 2.124
-0.548, 0.494, 0.473, 0.494,-0.156, 2.493, 0.200, 0.181, 0.473, 1.046, 1.913, 1.028, 0.749, 0.008,-0.417, 0.636,-0.058,-0.060, 1.023, 3.044, 0.104, 0.569, 0.748
 0.724, 0.463, 0.440, 0.463, 1.318,-0.114,-0.047, 0.587, 0.440, 1.153, 1.038, 1.076, 0.688, 0.020, 0.329,-0.215,-0.144, 0.066, 0.849, 1.043, 0.750, 1.189, 0.838
 0.007, 0.306, 0.436, 0.306,-0.078,-1.406, 1.267, 0.953, 0.436, 0.917, 1.149, 1.031, 0.709, 0.008,-0.187,-0.717, 0.360, 0.293, 0.917, 1.063, 0.659, 0.774, 0.863
 1.172, 0.928, 0.469, 0.928, 1.412, 1.750,-0.418, 1.135, 0.469, 1.166, 1.189, 0.987, 0.775, 0.050, 0.233, 0.322,-0.539, 0.118, 0.640, 0.429, 0.789, 0.796, 0.555
-0.646,-0.502, 0.433,-0.502,-1.886, 0.001,-0.176,-0.254, 0.433, 1.151, 1.045, 0.990, 0.676, 0.006,-0.583, 0.256, 0.133, 0.113, 1.416, 0.757, 3.886, 0.868, 1.078
-0.650,-1.460, 0.506,-1.460,-0.424,-0.897,-0.810,-3.657, 0.506, 0.959, 1.142, 0.980, 1.866,-0.030, 0.363, 0.109, 0.383,-0.502, 0.777, 1.057, 0.996, 1.546, 0.034
 0.937,-0.310, 0.445,-0.310,-0.515,-0.001,-0.639,-0.152, 0.445, 0.952, 0.980, 0.946, 0.758, 0.051,-0.020, 0.140,-0.175, 0.156, 1.200, 2.076, 0.566, 1.171, 1.458
 1.720, 1.621, 0.544, 1.621, 2.501, 3.310, 0.164, 0.980, 0.544, 1.173, 1.922, 1.057, 0.838,-0.062, 0.324, 0.538,-0.578,-0.297, 1.474, 1.304, 0.089, 1.799, 2.018
-1.003,-1.328, 0.505,-1.328,-1.229,-2.940,-0.831,-0.919, 0.505, 1.264, 1.887, 1.033, 0.745, 0.040, 0.308,-0.561, 0.214, 0.120, 1.288, 3.345, 0.009, 1.503, 1.012
 1.785, 2.694, 0.768, 2.694, 1.036, 2.466, 1.348, 4.147, 0.768, 1.287, 1.940, 1.215, 1.872, 0.071,-0.279, 0.210,-0.246, 0.335, 0.401, 0.903, 0.013, 0.953, 0.026
 0.294, 0.642, 0.469, 0.642, 0.986, 0.290, 1.685, 0.237, 0.469, 1.240, 0.983, 1.190, 0.734, 0.023, 0.176,-0.181, 0.407,-0.144, 0.655, 0.334, 0.935, 0.979, 0.599
 0.411, 0.899, 0.464, 0.899,-1.098, 3.306, 1.088, 0.824, 0.464, 0.992, 1.903, 1.131, 0.706,-0.044,-1.094, 0.804, 0.122,-0.025, 1.314, 2.790, 0.098, 0.750, 0.859
 2.145, 3.361, 1.024, 3.361, 2.589, 2.959, 2.914, 2.487, 1.024, 1.890, 1.895, 1.891, 1.070, 0.067, 0.170, 0.200, 0.199,-0.118, 0.393, 0.001, 0.004, 0.002, 0.982
 0.980, 0.928, 0.476, 0.928, 0.746, 1.601, 1.254, 0.631, 0.476, 1.008, 1.295, 1.145, 0.730, 0.022,-0.031, 0.250, 0.079,-0.093, 0.697, 0.680, 0.234, 1.411, 0.778
 1.374, 2.265, 0.592, 2.265, 4.019, 1.223, 1.712, 2.293, 0.592, 1.921, 1.016, 1.280, 1.077, 0.027, 0.542,-0.431,-0.022, 0.023, 0.774, 0.115, 1.587, 0.382, 0.873
 0.142,-0.246, 0.439,-0.246,-1.381, 0.648,-1.239, 0.283, 0.439, 1.150, 1.006, 1.157, 0.692,-0.012,-0.466, 0.351,-0.383, 0.219, 0.917, 0.575, 0.733, 1.185, 1.014
 0.447, 0.304, 0.455, 0.304, 0.021, 0.697,-0.343, 0.539, 0.455, 1.083, 0.994, 1.009, 0.718,-0.017,-0.210, 0.163,-0.257, 0.109, 0.797, 1.836, 0.743, 0.733, 0.564
-0.581,-1.976, 0.576,-1.976,-1.381,-0.541,-2.084,-3.827, 0.576, 1.147, 0.964, 1.265, 1.869,-0.032, 0.101, 0.703,-0.120,-0.421, 0.792, 0.901, 2.395, 0.311, 0.025
-1.480,-0.891, 0.472,-0.891, 0.378, 0.103,-1.765,-2.378, 0.472, 0.916, 1.031, 1.214, 1.126,-0.032, 0.679, 0.356,-0.344,-0.425, 0.730, 1.542, 0.561, 0.560, 0.172
 1.775, 2.045, 0.578, 2.045, 1.900, 2.767, 1.434, 1.981, 0.578, 1.183, 1.911, 1.168, 0.853,-0.045,-0.592, 0.346,-0.132, 0.076, 1.468, 6.246, 0.020, 1.044, 0.395
 2.081, 1.559, 0.542, 1.559, 0.088, 1.827, 1.667, 2.398, 0.542, 1.015, 1.200, 1.169, 1.124,-0.005,-0.563, 0.150, 0.001, 0.193, 1.092, 1.733, 0.664, 1.473, 0.962
 0.053, 0.025, 0.450, 0.025,-1.200,-0.156, 1.334, 0.206, 0.450, 0.969, 1.056, 1.233, 0.712, 0.029,-0.544, 0.066, 0.459, 0.081, 0.944, 1.073, 1.786, 0.288, 0.829
 2.162, 3.600, 1.040, 3.600, 3.488, 1.758, 2.715, 3.910, 1.040, 1.923, 1.147, 1.896, 1.894, 0.019, 0.223,-0.657, 0.158, 0.185, 0.716, 0.013, 3.538, 0.002, 0.011
 1.802, 2.788, 0.770, 2.788, 2.624, 0.766, 2.643, 3.921, 0.770, 1.890, 1.094, 1.916, 1.870, 0.078, 0.227,-0.634, 0.222, 0.287, 0.377, 0.004, 1.416, 0.010, 0.017
-0.223, 0.355, 0.431, 0.355, 0.098, 0.695, 0.356, 0.292, 0.431, 0.983, 0.935, 0.966, 0.691, 0.005,-0.137, 0.161, 0.033,-0.015, 0.977, 0.900, 0.961, 1.571, 1.053
 2.392, 2.651, 0.648, 2.651, 2.517, 1.522, 3.282, 2.854, 0.648, 1.184, 1.163, 1.926, 1.106,-0.049,-0.050,-0.444, 0.324,-0.037, 1.265, 1.242, 2.601, 0.026, 1.491
 2.815, 3.336, 1.037, 3.336, 2.085, 1.378, 3.162, 3.816, 1.037, 1.891, 1.156, 1.930, 1.872,-0.024, 0.133,-0.877, 0.216, 0.205, 1.135, 0.001, 5.632, 0.013, 0.010
 0.973, 0.790, 0.481, 0.790, 0.577, 0.840, 0.094, 1.195, 0.481, 1.147, 0.988, 1.034, 0.808, 0.018,-0.028, 0.041,-0.290, 0.182, 0.873, 0.999, 0.997, 1.342, 0.760
-0.427,-0.347, 0.441,-0.347,-0.348, 1.111,-2.774,-0.051, 0.441, 0.998, 1.213, 1.904, 0.676,-0.015, 0.009, 0.525,-0.808, 0.099, 0.783, 1.047, 0.367, 0.107, 0.884
 0.241,-0.591, 0.452,-0.591,-1.251,-1.202,-2.273, 0.573, 0.452, 1.133, 1.153, 1.244, 0.687,-0.037,-0.278,-0.268,-0.688, 0.524, 1.146, 0.797, 0.614, 1.110, 1.289
 1.222, 1.329, 0.498, 1.329, 1.988, 1.336, 0.348, 1.577, 0.498, 1.242, 1.134, 1.018, 0.824, 0.052, 0.258, 0.068,-0.338, 0.137, 0.644, 0.295, 0.759, 1.124, 0.633
 0.557, 0.899, 0.462, 0.899, 0.985, 2.264,-0.290, 0.732, 0.462, 1.063, 1.133, 1.013, 0.761,-0.002, 0.057, 0.584,-0.475,-0.088, 0.944, 0.585, 0.797, 0.844, 1.203
 2.494, 1.717, 0.554, 1.717, 0.591, 1.229, 3.339, 1.866, 0.554, 1.085, 1.132, 1.969, 0.860, 0.016,-0.295,-0.141, 0.465, 0.026, 0.916, 0.690, 1.330, 0.172, 1.288
 1.278, 1.434, 0.473, 1.434, 1.777, 1.558, 2.215, 0.945, 0.473, 1.194, 1.234, 1.157, 0.671, 0.025, 0.182, 0.117, 0.274,-0.225, 0.886, 0.526, 0.436, 1.186, 1.287
-0.712,-1.106, 0.478,-1.106,-1.735,-0.489,-2.743,-0.583, 0.478, 1.181, 1.011, 1.934, 0.687, 0.003,-0.265, 0.367,-0.533, 0.224, 0.964, 0.409, 2.073, 0.080, 1.105
 0.715, 0.677, 0.441, 0.677, 0.089, 0.602, 0.861, 0.903, 0.441, 1.052, 0.930, 0.922, 0.750, 0.045,-0.106,-0.052, 0.096, 0.144, 1.079, 2.156, 1.465, 1.179, 0.714
 0.177, 0.122, 0.435, 0.122,-0.423,-0.005,-0.418, 0.779, 0.435, 0.978, 0.992, 0.968, 0.736,-0.018,-0.235,-0.212,-0.219, 0.289, 1.039, 0.694, 2.859, 1.061, 0.547
-0.300,-0.562, 0.423,-0.562,-0.308, 1.109,-0.942,-1.128, 0.423, 0.917, 1.245, 0.954, 0.701,-0.011, 0.123, 0.570,-0.225,-0.261, 0.990, 1.347, 0.378, 1.536, 0.898
-0.427, 0.111, 0.432, 0.111,-0.543,-1.616, 1.999, 0.280, 0.432, 0.933, 1.165, 1.135, 0.677, 0.003,-0.267,-0.679, 0.815, 0.074, 0.968, 1.231, 0.482, 0.627, 0.870
 0.624, 0.378, 0.458, 0.378,-0.026, 0.549,-0.086, 0.851, 0.458, 0.935, 1.138, 0.961, 0.767, 0.032,-0.175, 0.103,-0.256, 0.245, 1.096, 1.295, 0.857, 1.463, 1.192
